Patches,Labels
Arja_patch_Defects4J_Math_80_0_330,Overfitting
Arja_patch_Defects4J_Math_80_0_375,Overfitting
Arja_patch_Defects4J_Math_80_0_388,Overfitting
Arja_patch_Defects4J_Math_81_0_436,Overfitting
Arja_patch_Defects4J_Math_81_0_473,Overfitting
Arja_patch_Defects4J_Math_81_0_326,Overfitting
Arja_patch_Defects4J_Math_80_0_498,Overfitting
Arja_patch_Defects4J_Math_81_0_363,Overfitting
Arja_patch_Defects4J_Math_71_0_117,Overfitting
Arja_patch_Defects4J_Math_71_0_72,Overfitting
Arja_patch_Defects4J_Math_80_0_348,Overfitting
Arja_patch_Defects4J_Math_80_0_83,Overfitting
Arja_patch_Defects4J_Math_71_0_37,Overfitting
Arja_patch_Defects4J_Math_80_0_420,Overfitting
Arja_patch_Defects4J_Math_80_0_465,Overfitting
Arja_patch_Defects4J_Math_80_0_255,Overfitting
Arja_patch_Defects4J_Math_73_0_71,Overfitting
Arja_patch_Defects4J_Math_73_0_34,Overfitting
Arja_patch_Defects4J_Math_8_0_87,Overfitting
Arja_patch_Defects4J_Math_81_0_283,Overfitting
Arja_patch_Defects4J_Math_80_0_578,Overfitting
Arja_patch_Defects4J_Math_80_0_585,Overfitting
Arja_patch_Defects4J_Math_80_0_154,Overfitting
Arja_patch_Defects4J_Math_80_0_111,Overfitting
Arja_patch_Defects4J_Math_81_0_57,Overfitting
Arja_patch_Defects4J_Math_50_0_16,Overfitting
Arja_patch_Defects4J_Math_82_0_38,Overfitting
Arja_patch_Defects4J_Math_81_0_516,Overfitting
Arja_patch_Defects4J_Math_80_0_441,Overfitting
Arja_patch_Defects4J_Math_31_0_18,Overfitting
Arja_patch_Defects4J_Math_71_0_56,Overfitting
Arja_patch_Defects4J_Math_81_0_497,Overfitting
Arja_patch_Defects4J_Math_80_0_329,Overfitting
Arja_patch_Defects4J_Math_71_0_133,Overfitting
Arja_patch_Defects4J_Math_22_0_19,Overfitting
Arja_patch_Defects4J_Math_80_0_391,Overfitting
Arja_patch_Defects4J_Math_81_0_302,Overfitting
Arja_patch_Defects4J_Math_81_0_347,Overfitting
Arja_patch_Defects4J_Math_81_0_73,Overfitting
Arja_patch_Defects4J_Math_70_0_82,Overfitting
Arja_patch_Defects4J_Math_80_0_170,Overfitting
Arja_patch_Defects4J_Math_80_0_135,Overfitting
Arja_patch_Defects4J_Math_80_0_519,Overfitting
Arja_patch_Defects4J_Math_80_0_271,Overfitting
Arja_patch_Defects4J_Math_73_0_55,Overfitting
Arja_patch_Defects4J_Math_80_0_234,Overfitting
Arja_patch_Defects4J_Math_80_0_561,Overfitting
Arja_patch_Defects4J_Math_80_0_524,Overfitting
Arja_patch_Defects4J_Math_81_0_166,Overfitting
Arja_patch_Defects4J_Math_80_0_209,Overfitting
Arja_patch_Defects4J_Math_81_0_123,Overfitting
Arja_patch_Defects4J_Math_73_0_68,Overfitting
Arja_patch_Defects4J_Math_8_0_63,Overfitting
Arja_patch_Defects4J_Math_8_0_26,Overfitting
Arja_patch_Defects4J_Math_73_0_95,Overfitting
Arja_patch_Defects4J_Math_82_0_21,Overfitting
Arja_patch_Defects4J_Math_80_0_108,Overfitting
Arja_patch_Defects4J_Math_81_0_267,Overfitting
Arja_patch_Defects4J_Math_81_0_222,Overfitting
Arja_patch_Defects4J_Math_71_0_96,Overfitting
Arja_patch_Defects4J_Math_81_0_412,Overfitting
Arja_patch_Defects4J_Math_80_0_67,Overfitting
Arja_patch_Defects4J_Math_81_0_457,Overfitting
Arja_patch_Defects4J_Math_81_0_6,Overfitting
Arja_patch_Defects4J_Math_80_0_481,Overfitting
Arja_patch_Defects4J_Math_80_0_439,Overfitting
Arja_patch_Defects4J_Math_81_0_387,Overfitting
Arja_patch_Defects4J_Math_73_0_106,Overfitting
Arja_patch_Defects4J_Math_80_0_314,Overfitting
Arja_patch_Defects4J_Math_80_0_351,Overfitting
Arja_patch_Defects4J_Math_81_0_265,Overfitting
Arja_patch_Defects4J_Math_81_0_220,Overfitting
Arja_patch_Defects4J_Math_8_0_24,Overfitting
Arja_patch_Defects4J_Math_50_0_48,Overfitting
Arja_patch_Defects4J_Math_73_0_97,Overfitting
Arja_patch_Defects4J_Math_82_0_23,Overfitting
Arja_patch_Defects4J_Math_81_0_199,Overfitting
Arja_patch_Defects4J_Math_81_0_164,Overfitting
Arja_patch_Defects4J_Math_58_0_119,Overfitting
Arja_patch_Defects4J_Math_81_0_121,Overfitting
Arja_patch_Defects4J_Math_70_0_40,Overfitting
Arja_patch_Defects4J_Math_81_0_298,Overfitting
Arja_patch_Defects4J_Math_73_0_104,Overfitting
Arja_patch_Defects4J_Math_80_0_316,Overfitting
Arja_patch_Defects4J_Math_80_0_98,Overfitting
Arja_patch_Defects4J_Math_80_0_353,Overfitting
Arja_patch_Defects4J_Math_71_0_69,Overfitting
Arja_patch_Defects4J_Math_81_0_385,Overfitting
Arja_patch_Defects4J_Math_58_0_73,Overfitting
Arja_patch_Defects4J_Math_81_0_378,Overfitting
Arja_patch_Defects4J_Math_80_0_483,Overfitting
Arja_patch_Defects4J_Math_71_0_94,Overfitting
Arja_patch_Defects4J_Math_81_0_410,Overfitting
Arja_patch_Defects4J_Math_81_0_455,Overfitting
Arja_patch_Defects4J_Math_81_0_300,Overfitting
Arja_patch_Defects4J_Math_81_0_345,Overfitting
Arja_patch_Defects4J_Math_81_0_468,Overfitting
Arja_patch_Defects4J_Math_71_0_131,Overfitting
Arja_patch_Defects4J_Math_80_0_393,Overfitting
Arja_patch_Defects4J_Math_71_0_54,Overfitting
Arja_patch_Defects4J_Math_81_0_495,Overfitting
Arja_patch_Defects4J_Math_80_0_406,Overfitting
Arja_patch_Defects4J_Math_80_0_443,Overfitting
Arja_patch_Defects4J_Math_50_0_88,Overfitting
Arja_patch_Defects4J_Math_80_0_273,Overfitting
Arja_patch_Defects4J_Math_73_0_57,Overfitting
Arja_patch_Defects4J_Math_80_0_236,Overfitting
Arja_patch_Defects4J_Math_81_0_159,Overfitting
Arja_patch_Defects4J_Math_80_0_172,Overfitting
Arja_patch_Defects4J_Math_81_0_258,Overfitting
Arja_patch_Defects4J_Math_80_0_137,Overfitting
Arja_patch_Defects4J_Math_8_0_19,Overfitting
Arja_patch_Defects4J_Math_81_0_71,Overfitting
Arja_patch_Defects4J_Math_50_0_30,Overfitting
Arja_patch_Defects4J_Math_80_0_422,Overfitting
Arja_patch_Defects4J_Math_80_0_467,Overfitting
Arja_patch_Defects4J_Math_71_0_70,Overfitting
Arja_patch_Defects4J_Math_80_0_81,Overfitting
Arja_patch_Defects4J_Math_71_0_35,Overfitting
Arja_patch_Defects4J_Math_81_0_409,Overfitting
Arja_patch_Defects4J_Math_81_0_324,Overfitting
Arja_patch_Defects4J_Math_81_0_361,Overfitting
Arja_patch_Defects4J_Math_81_0_55,Overfitting
Arja_patch_Defects4J_Math_8_0_78,Overfitting
Arja_patch_Defects4J_Math_81_0_180,Overfitting
Arja_patch_Defects4J_Math_81_0_514,Overfitting
Arja_patch_Defects4J_Math_81_0_239,Overfitting
Arja_patch_Defects4J_Math_80_0_156,Overfitting
Arja_patch_Defects4J_Math_80_0_113,Overfitting
Arja_patch_Defects4J_Math_81_0_281,Overfitting
Arja_patch_Defects4J_Math_80_0_257,Overfitting
Arja_patch_Defects4J_Math_73_0_73,Overfitting
Arja_patch_Defects4J_Math_81_0_138,Overfitting
Arja_patch_Defects4J_Math_80_0_212,Overfitting
Arja_patch_Defects4J_Math_73_0_36,Overfitting
Arja_patch_Defects4J_Math_8_0_85,Overfitting
Arja_patch_Defects4J_Math_80_0_196,Overfitting
Arja_patch_Defects4J_Math_80_0_502,Overfitting
Arja_patch_Defects4J_Math_81_0_140,Overfitting
Arja_patch_Defects4J_Math_81_0_105,Overfitting
Arja_patch_Defects4J_Math_50_0_91,Overfitting
Arja_patch_Defects4J_Math_81_0_95,Overfitting
Arja_patch_Defects4J_Math_81_0_68,Overfitting
Arja_patch_Defects4J_Math_80_0_297,Overfitting
Arja_patch_Defects4J_Math_50_0_29,Overfitting
Arja_patch_Defects4J_Math_80_0_603,Overfitting
Arja_patch_Defects4J_Math_81_0_241,Overfitting
Arja_patch_Defects4J_Math_81_0_204,Overfitting
Arja_patch_Defects4J_Math_81_0_434,Overfitting
Arja_patch_Defects4J_Math_71_0_128,Overfitting
Arja_patch_Defects4J_Math_81_0_471,Overfitting
Arja_patch_Defects4J_Math_81_0_319,Overfitting
Arja_patch_Defects4J_Math_5_0_2,Overfitting
Arja_patch_Defects4J_Math_73_0_120,Overfitting
Arja_patch_Defects4J_Math_80_0_332,Overfitting
Arja_patch_Defects4J_Math_80_0_377,Overfitting
Arja_patch_Defects4J_Math_81_0_99,Overfitting
Arja_patch_Defects4J_Math_70_0_68,Overfitting
Arja_patch_Defects4J_Math_80_0_223,Overfitting
Arja_patch_Defects4J_Math_80_0_266,Overfitting
Arja_patch_Defects4J_Math_73_0_42,Overfitting
Arja_patch_Defects4J_Math_81_0_109,Overfitting
Arja_patch_Defects4J_Math_80_0_122,Overfitting
Arja_patch_Defects4J_Math_81_0_208,Overfitting
Arja_patch_Defects4J_Math_80_0_167,Overfitting
Arja_patch_Defects4J_Math_50_0_60,Overfitting
Arja_patch_Defects4J_Math_8_0_49,Overfitting
Arja_patch_Defects4J_Math_81_0_64,Overfitting
Arja_patch_Defects4J_Math_81_0_350,Overfitting
Arja_patch_Defects4J_Math_81_0_315,Overfitting
Arja_patch_Defects4J_Math_80_0_386,Overfitting
Arja_patch_Defects4J_Math_81_0_438,Overfitting
Arja_patch_Defects4J_Math_22_0_5,Overfitting
Arja_patch_Defects4J_Math_81_0_480,Overfitting
Arja_patch_Defects4J_Math_71_0_41,Overfitting
Arja_patch_Defects4J_Math_2_0_222,Overfitting
Arja_patch_Defects4J_Math_80_0_413,Overfitting
Arja_patch_Defects4J_Math_80_0_346,Overfitting
Arja_patch_Defects4J_Math_71_0_39,Overfitting
Arja_patch_Defects4J_Math_80_0_303,Overfitting
Arja_patch_Defects4J_Math_73_0_111,Overfitting
Arja_patch_Defects4J_Math_31_0_32,Overfitting
Arja_patch_Defects4J_Math_81_0_390,Overfitting
Arja_patch_Defects4J_Math_81_0_328,Overfitting
Arja_patch_Defects4J_Math_80_0_496,Overfitting
Arja_patch_Defects4J_Math_71_0_119,Overfitting
Arja_patch_Defects4J_Math_81_0_440,Overfitting
Arja_patch_Defects4J_Math_80_0_70,Overfitting
Arja_patch_Defects4J_Math_81_0_405,Overfitting
Arja_patch_Defects4J_Math_71_0_81,Overfitting
Arja_patch_Defects4J_Math_81_0_235,Overfitting
Arja_patch_Defects4J_Math_81_0_270,Overfitting
Arja_patch_Defects4J_Math_81_0_518,Overfitting
Arja_patch_Defects4J_Math_73_0_82,Overfitting
Arja_patch_Defects4J_Math_82_0_36,Overfitting
Arja_patch_Defects4J_Math_8_0_31,Overfitting
Arja_patch_Defects4J_Math_81_0_59,Overfitting
Arja_patch_Defects4J_Math_8_0_74,Overfitting
Arja_patch_Defects4J_Math_70_0_55,Overfitting
Arja_patch_Defects4J_Math_8_0_89,Overfitting
Arja_patch_Defects4J_Math_81_0_134,Overfitting
Arja_patch_Defects4J_Math_81_0_171,Overfitting
Arja_patch_Defects4J_Math_80_0_533,Overfitting
Arja_patch_Defects4J_Math_22_0_17,Overfitting
Arja_patch_Defects4J_Math_81_0_464,Overfitting
Arja_patch_Defects4J_Math_81_0_421,Overfitting
Arja_patch_Defects4J_Math_81_0_349,Overfitting
Arja_patch_Defects4J_Math_71_0_58,Overfitting
Arja_patch_Defects4J_Math_80_0_362,Overfitting
Arja_patch_Defects4J_Math_81_0_499,Overfitting
Arja_patch_Defects4J_Math_80_0_327,Overfitting
Arja_patch_Defects4J_Math_80_0_517,Overfitting
Arja_patch_Defects4J_Math_80_0_552,Overfitting
Arja_patch_Defects4J_Math_80_0_183,Overfitting
Arja_patch_Defects4J_Math_81_0_80,Overfitting
Arja_patch_Defects4J_Math_70_0_34,Overfitting
Arja_patch_Defects4J_Math_81_0_110,Overfitting
Arja_patch_Defects4J_Math_81_0_155,Overfitting
Arja_patch_Defects4J_Math_50_0_79,Overfitting
Arja_patch_Defects4J_Math_82_0_12,Overfitting
Arja_patch_Defects4J_Math_8_0_15,Overfitting
Arja_patch_Defects4J_Math_8_0_50,Overfitting
Arja_patch_Defects4J_Math_81_0_211,Overfitting
Arja_patch_Defects4J_Math_81_0_254,Overfitting
Arja_patch_Defects4J_Math_81_0_501,Overfitting
Arja_patch_Defects4J_Math_81_0_195,Overfitting
Arja_patch_Defects4J_Math_8_0_102,Overfitting
Arja_patch_Defects4J_Math_81_0_269,Overfitting
Arja_patch_Defects4J_Math_80_0_106,Overfitting
Arja_patch_Defects4J_Math_80_0_592,Overfitting
Arja_patch_Defects4J_Math_80_0_143,Overfitting
Arja_patch_Defects4J_Math_81_0_294,Overfitting
Arja_patch_Defects4J_Math_8_0_90,Overfitting
Arja_patch_Defects4J_Math_80_0_207,Overfitting
Arja_patch_Defects4J_Math_81_0_168,Overfitting
Arja_patch_Defects4J_Math_73_0_23,Overfitting
Arja_patch_Defects4J_Math_73_0_66,Overfitting
Arja_patch_Defects4J_Math_80_0_472,Overfitting
Arja_patch_Defects4J_Math_80_0_437,Overfitting
Arja_patch_Defects4J_Math_81_0_389,Overfitting
Arja_patch_Defects4J_Math_80_0_94,Overfitting
Arja_patch_Defects4J_Math_71_0_20,Overfitting
Arja_patch_Defects4J_Math_71_0_65,Overfitting
Arja_patch_Defects4J_Math_73_0_108,Overfitting
Arja_patch_Defects4J_Math_80_0_69,Overfitting
Arja_patch_Defects4J_Math_81_0_459,Overfitting
Arja_patch_Defects4J_Math_71_0_100,Overfitting
Arja_patch_Defects4J_Math_81_0_374,Overfitting
Arja_patch_Defects4J_Math_81_0_331,Overfitting
Arja_patch_Defects4J_Math_8_0_92,Overfitting
Arja_patch_Defects4J_Math_80_0_205,Overfitting
Arja_patch_Defects4J_Math_73_0_21,Overfitting
Arja_patch_Defects4J_Math_80_0_240,Overfitting
Arja_patch_Defects4J_Math_73_0_64,Overfitting
Arja_patch_Defects4J_Math_80_0_528,Overfitting
Arja_patch_Defects4J_Math_81_0_296,Overfitting
Arja_patch_Defects4J_Math_80_0_104,Overfitting
Arja_patch_Defects4J_Math_80_0_590,Overfitting
Arja_patch_Defects4J_Math_80_0_141,Overfitting
Arja_patch_Defects4J_Math_73_0_99,Overfitting
Arja_patch_Defects4J_Math_81_0_503,Overfitting
Arja_patch_Defects4J_Math_81_0_197,Overfitting
Arja_patch_Defects4J_Math_8_0_100,Overfitting
Arja_patch_Defects4J_Math_81_0_376,Overfitting
Arja_patch_Defects4J_Math_71_0_102,Overfitting
Arja_patch_Defects4J_Math_80_0_96,Overfitting
Arja_patch_Defects4J_Math_80_0_318,Overfitting
Arja_patch_Defects4J_Math_71_0_22,Overfitting
Arja_patch_Defects4J_Math_71_0_67,Overfitting
Arja_patch_Defects4J_Math_31_0_29,Overfitting
Arja_patch_Defects4J_Math_80_0_470,Overfitting
Arja_patch_Defects4J_Math_80_0_435,Overfitting
Arja_patch_Defects4J_Math_80_0_360,Overfitting
Arja_patch_Defects4J_Math_80_0_325,Overfitting
Arja_patch_Defects4J_Math_31_0_14,Overfitting
Arja_patch_Defects4J_Math_2_0_138,Overfitting
Arja_patch_Defects4J_Math_22_0_15,Overfitting
Arja_patch_Defects4J_Math_81_0_466,Overfitting
Arja_patch_Defects4J_Math_81_0_423,Overfitting
Arja_patch_Defects4J_Math_81_0_213,Overfitting
Arja_patch_Defects4J_Math_80_0_139,Overfitting
Arja_patch_Defects4J_Math_81_0_256,Overfitting
Arja_patch_Defects4J_Math_80_0_280,Overfitting
Arja_patch_Defects4J_Math_82_0_10,Overfitting
Arja_patch_Defects4J_Math_8_0_17,Overfitting
Arja_patch_Defects4J_Math_8_0_52,Overfitting
Arja_patch_Defects4J_Math_70_0_73,Overfitting
Arja_patch_Defects4J_Math_81_0_82,Overfitting
Arja_patch_Defects4J_Math_81_0_112,Overfitting
Arja_patch_Defects4J_Math_73_0_59,Overfitting
Arja_patch_Defects4J_Math_81_0_157,Overfitting
Arja_patch_Defects4J_Math_80_0_238,Overfitting
Arja_patch_Defects4J_Math_80_0_515,Overfitting
Arja_patch_Defects4J_Math_80_0_550,Overfitting
Arja_patch_Defects4J_Math_80_0_181,Overfitting
Arja_patch_Defects4J_Math_81_0_442,Overfitting
Arja_patch_Defects4J_Math_80_0_72,Overfitting
Arja_patch_Defects4J_Math_81_0_407,Overfitting
Arja_patch_Defects4J_Math_71_0_83,Overfitting
Arja_patch_Defects4J_Math_58_0_21,Overfitting
Arja_patch_Defects4J_Math_31_0_30,Overfitting
Arja_patch_Defects4J_Math_58_0_64,Overfitting
Arja_patch_Defects4J_Math_81_0_392,Overfitting
Arja_patch_Defects4J_Math_80_0_469,Overfitting
Arja_patch_Defects4J_Math_80_0_344,Overfitting
Arja_patch_Defects4J_Math_80_0_301,Overfitting
Arja_patch_Defects4J_Math_73_0_113,Overfitting
Arja_patch_Defects4J_Math_80_0_531,Overfitting
Arja_patch_Defects4J_Math_80_0_574,Overfitting
Arja_patch_Defects4J_Math_70_0_57,Overfitting
Arja_patch_Defects4J_Math_81_0_136,Overfitting
Arja_patch_Defects4J_Math_73_0_38,Overfitting
Arja_patch_Defects4J_Math_81_0_173,Overfitting
Arja_patch_Defects4J_Math_49_0_23,Overfitting
Arja_patch_Defects4J_Math_73_0_80,Overfitting
Arja_patch_Defects4J_Math_82_0_34,Overfitting
Arja_patch_Defects4J_Math_8_0_33,Overfitting
Arja_patch_Defects4J_Math_8_0_76,Overfitting
Arja_patch_Defects4J_Math_80_0_158,Overfitting
Arja_patch_Defects4J_Math_81_0_237,Overfitting
Arja_patch_Defects4J_Math_80_0_589,Overfitting
Arja_patch_Defects4J_Math_81_0_272,Overfitting
Arja_patch_Defects4J_Math_80_0_299,Overfitting
Arja_patch_Defects4J_Math_81_0_66,Overfitting
Arja_patch_Defects4J_Math_80_0_120,Overfitting
Arja_patch_Defects4J_Math_80_0_165,Overfitting
Arja_patch_Defects4J_Math_80_0_198,Overfitting
Arja_patch_Defects4J_Math_80_0_549,Overfitting
Arja_patch_Defects4J_Math_5_0_15,Overfitting
Arja_patch_Defects4J_Math_80_0_221,Overfitting
Arja_patch_Defects4J_Math_80_0_264,Overfitting
Arja_patch_Defects4J_Math_73_0_40,Overfitting
Arja_patch_Defects4J_Math_31_0_48,Overfitting
Arja_patch_Defects4J_Math_80_0_454,Overfitting
Arja_patch_Defects4J_Math_80_0_411,Overfitting
Arja_patch_Defects4J_Math_22_0_7,Overfitting
Arja_patch_Defects4J_Math_81_0_482,Overfitting
Arja_patch_Defects4J_Math_80_0_379,Overfitting
Arja_patch_Defects4J_Math_71_0_43,Overfitting
Arja_patch_Defects4J_Math_80_0_384,Overfitting
Arja_patch_Defects4J_Math_71_0_126,Overfitting
Arja_patch_Defects4J_Math_81_0_352,Overfitting
Arja_patch_Defects4J_Math_81_0_317,Overfitting
Arja_patch_Defects4J_Math_82_0_30,Overfitting
Arja_patch_Defects4J_Math_73_0_84,Overfitting
Arja_patch_Defects4J_Math_81_0_233,Overfitting
Arja_patch_Defects4J_Math_80_0_119,Overfitting
Arja_patch_Defects4J_Math_81_0_276,Overfitting
Arja_patch_Defects4J_Math_80_0_570,Overfitting
Arja_patch_Defects4J_Math_31_0_6,Overfitting
Arja_patch_Defects4J_Math_70_0_16,Overfitting
Arja_patch_Defects4J_Math_73_0_79,Overfitting
Arja_patch_Defects4J_Math_81_0_132,Overfitting
Arja_patch_Defects4J_Math_81_0_177,Overfitting
Arja_patch_Defects4J_Math_80_0_218,Overfitting
Arja_patch_Defects4J_Math_31_0_34,Overfitting
Arja_patch_Defects4J_Math_58_0_60,Overfitting
Arja_patch_Defects4J_Math_81_0_396,Overfitting
Arja_patch_Defects4J_Math_80_0_340,Overfitting
Arja_patch_Defects4J_Math_80_0_305,Overfitting
Arja_patch_Defects4J_Math_73_0_117,Overfitting
Arja_patch_Defects4J_Math_50_0_107,Overfitting
Arja_patch_Defects4J_Math_81_0_446,Overfitting
Arja_patch_Defects4J_Math_71_0_87,Overfitting
Arja_patch_Defects4J_Math_80_0_490,Overfitting
Arja_patch_Defects4J_Math_82_0_6,Overfitting
Arja_patch_Defects4J_Math_71_0_122,Overfitting
Arja_patch_Defects4J_Math_81_0_356,Overfitting
Arja_patch_Defects4J_Math_81_0_313,Overfitting
Arja_patch_Defects4J_Math_58_0_18,Overfitting
Arja_patch_Defects4J_Math_80_0_450,Overfitting
Arja_patch_Defects4J_Math_80_0_415,Overfitting
Arja_patch_Defects4J_Math_22_0_3,Overfitting
Arja_patch_Defects4J_Math_80_0_338,Overfitting
Arja_patch_Defects4J_Math_81_0_486,Overfitting
Arja_patch_Defects4J_Math_80_0_508,Overfitting
Arja_patch_Defects4J_Math_80_0_260,Overfitting
Arja_patch_Defects4J_Math_73_0_44,Overfitting
Arja_patch_Defects4J_Math_50_0_66,Overfitting
Arja_patch_Defects4J_Math_80_0_609,Overfitting
Arja_patch_Defects4J_Math_50_0_23,Overfitting
Arja_patch_Defects4J_Math_81_0_62,Overfitting
Arja_patch_Defects4J_Math_80_0_124,Overfitting
Arja_patch_Defects4J_Math_80_0_161,Overfitting
Arja_patch_Defects4J_Math_71_0_26,Overfitting
Arja_patch_Defects4J_Math_80_0_92,Overfitting
Arja_patch_Defects4J_Math_80_0_359,Overfitting
Arja_patch_Defects4J_Math_71_0_63,Overfitting
Arja_patch_Defects4J_Math_80_0_474,Overfitting
Arja_patch_Defects4J_Math_80_0_431,Overfitting
Arja_patch_Defects4J_Math_81_0_372,Overfitting
Arja_patch_Defects4J_Math_81_0_337,Overfitting
Arja_patch_Defects4J_Math_80_0_100,Overfitting
Arja_patch_Defects4J_Math_80_0_594,Overfitting
Arja_patch_Defects4J_Math_80_0_145,Overfitting
Arja_patch_Defects4J_Math_82_0_29,Overfitting
Arja_patch_Defects4J_Math_50_0_42,Overfitting
Arja_patch_Defects4J_Math_81_0_507,Overfitting
Arja_patch_Defects4J_Math_81_0_193,Overfitting
Arja_patch_Defects4J_Math_8_0_96,Overfitting
Arja_patch_Defects4J_Math_80_0_201,Overfitting
Arja_patch_Defects4J_Math_73_0_25,Overfitting
Arja_patch_Defects4J_Math_80_0_244,Overfitting
Arja_patch_Defects4J_Math_73_0_60,Overfitting
Arja_patch_Defects4J_Math_80_0_569,Overfitting
Arja_patch_Defects4J_Math_81_0_292,Overfitting
Arja_patch_Defects4J_Math_70_0_77,Overfitting
Arja_patch_Defects4J_Math_81_0_86,Overfitting
Arja_patch_Defects4J_Math_81_0_116,Overfitting
Arja_patch_Defects4J_Math_80_0_279,Overfitting
Arja_patch_Defects4J_Math_81_0_153,Overfitting
Arja_patch_Defects4J_Math_73_0_18,Overfitting
Arja_patch_Defects4J_Math_80_0_511,Overfitting
Arja_patch_Defects4J_Math_80_0_185,Overfitting
Arja_patch_Defects4J_Math_81_0_217,Overfitting
Arja_patch_Defects4J_Math_81_0_252,Overfitting
Arja_patch_Defects4J_Math_80_0_284,Overfitting
Arja_patch_Defects4J_Math_82_0_14,Overfitting
Arja_patch_Defects4J_Math_8_0_13,Overfitting
Arja_patch_Defects4J_Math_8_0_56,Overfitting
Arja_patch_Defects4J_Math_22_0_11,Overfitting
Arja_patch_Defects4J_Math_81_0_462,Overfitting
Arja_patch_Defects4J_Math_81_0_427,Overfitting
Arja_patch_Defects4J_Math_80_0_399,Overfitting
Arja_patch_Defects4J_Math_80_0_364,Overfitting
Arja_patch_Defects4J_Math_80_0_321,Overfitting
Arja_patch_Defects4J_Math_31_0_10,Overfitting
Arja_patch_Defects4J_Math_58_0_44,Overfitting
Arja_patch_Defects4J_Math_80_0_449,Overfitting
Arja_patch_Defects4J_Math_80_0_286,Overfitting
Arja_patch_Defects4J_Math_82_0_16,Overfitting
Arja_patch_Defects4J_Math_81_0_79,Overfitting
Arja_patch_Defects4J_Math_8_0_11,Overfitting
Arja_patch_Defects4J_Math_8_0_54,Overfitting
Arja_patch_Defects4J_Math_81_0_215,Overfitting
Arja_patch_Defects4J_Math_81_0_250,Overfitting
Arja_patch_Defects4J_Math_80_0_513,Overfitting
Arja_patch_Defects4J_Math_80_0_556,Overfitting
Arja_patch_Defects4J_Math_80_0_187,Overfitting
Arja_patch_Defects4J_Math_70_0_30,Overfitting
Arja_patch_Defects4J_Math_81_0_84,Overfitting
Arja_patch_Defects4J_Math_81_0_114,Overfitting
Arja_patch_Defects4J_Math_81_0_151,Overfitting
Arja_patch_Defects4J_Math_31_0_12,Overfitting
Arja_patch_Defects4J_Math_80_0_366,Overfitting
Arja_patch_Defects4J_Math_71_0_19,Overfitting
Arja_patch_Defects4J_Math_22_0_13,Overfitting
Arja_patch_Defects4J_Math_81_0_460,Overfitting
Arja_patch_Defects4J_Math_81_0_425,Overfitting
Arja_patch_Defects4J_Math_81_0_308,Overfitting
Arja_patch_Defects4J_Math_2_0_146,Overfitting
Arja_patch_Defects4J_Math_81_0_418,Overfitting
Arja_patch_Defects4J_Math_71_0_104,Overfitting
Arja_patch_Defects4J_Math_81_0_370,Overfitting
Arja_patch_Defects4J_Math_81_0_335,Overfitting
Arja_patch_Defects4J_Math_80_0_476,Overfitting
Arja_patch_Defects4J_Math_80_0_433,Overfitting
Arja_patch_Defects4J_Math_71_0_24,Overfitting
Arja_patch_Defects4J_Math_80_0_90,Overfitting
Arja_patch_Defects4J_Math_71_0_61,Overfitting
Arja_patch_Defects4J_Math_81_0_290,Overfitting
Arja_patch_Defects4J_Math_80_0_203,Overfitting
Arja_patch_Defects4J_Math_73_0_27,Overfitting
Arja_patch_Defects4J_Math_80_0_246,Overfitting
Arja_patch_Defects4J_Math_81_0_129,Overfitting
Arja_patch_Defects4J_Math_73_0_62,Overfitting
Arja_patch_Defects4J_Math_81_0_505,Overfitting
Arja_patch_Defects4J_Math_81_0_191,Overfitting
Arja_patch_Defects4J_Math_8_0_69,Overfitting
Arja_patch_Defects4J_Math_80_0_102,Overfitting
Arja_patch_Defects4J_Math_80_0_596,Overfitting
Arja_patch_Defects4J_Math_81_0_228,Overfitting
Arja_patch_Defects4J_Math_80_0_147,Overfitting
Arja_patch_Defects4J_Math_81_0_484,Overfitting
Arja_patch_Defects4J_Math_71_0_45,Overfitting
Arja_patch_Defects4J_Math_80_0_417,Overfitting
Arja_patch_Defects4J_Math_81_0_354,Overfitting
Arja_patch_Defects4J_Math_81_0_311,Overfitting
Arja_patch_Defects4J_Math_80_0_382,Overfitting
Arja_patch_Defects4J_Math_81_0_479,Overfitting
Arja_patch_Defects4J_Math_71_0_120,Overfitting
Arja_patch_Defects4J_Math_81_0_249,Overfitting
Arja_patch_Defects4J_Math_80_0_126,Overfitting
Arja_patch_Defects4J_Math_80_0_163,Overfitting
Arja_patch_Defects4J_Math_50_0_64,Overfitting
Arja_patch_Defects4J_Math_70_0_91,Overfitting
Arja_patch_Defects4J_Math_53_0_5,Overfitting
Arja_patch_Defects4J_Math_81_0_60,Overfitting
Arja_patch_Defects4J_Math_80_0_227,Overfitting
Arja_patch_Defects4J_Math_80_0_262,Overfitting
Arja_patch_Defects4J_Math_73_0_46,Overfitting
Arja_patch_Defects4J_Math_81_0_130,Overfitting
Arja_patch_Defects4J_Math_81_0_175,Overfitting
Arja_patch_Defects4J_Math_81_0_289,Overfitting
Arja_patch_Defects4J_Math_80_0_537,Overfitting
Arja_patch_Defects4J_Math_80_0_572,Overfitting
Arja_patch_Defects4J_Math_81_0_231,Overfitting
Arja_patch_Defects4J_Math_81_0_274,Overfitting
Arja_patch_Defects4J_Math_81_0_188,Overfitting
