id,label,methodCallWithNullGuard,faultyClassExceptionType,methodCallWithTryCatch,typeOfFaultyStmtAfter1,typeOfFaultyStmtAfter2,typeOfFaultyStmtAfter3,typeOfFaultyStmtBefore1,typeOfFaultyStmtBefore2,typeOfFaultyStmtBefore3,typeOfFaultyStmtParent,hasObjectiveMethodCall,hasInvocationsProneException,inSynchronizedMethod,localVarNotAssigned,localVarNotUsed,similarObjectTypeWithNormalGuard,similarObjectTypeWithNullGuard,typeOfFaultyStmt,fieldNotAssigned,fieldNotUsed,similarPrimitiveTypeWithNormalGuard,similarPrimitiveTypeWithNullGuard,methodThrowsException,objectUsedInAssignment,primitiveUsedInAssignment,methodCallWithNormalGuard
Arja_patch_Defects4J_Chart_15_0_335,1, 0, 0, 0, LocalVariable, Invocation, LocalVariable, If, LocalVariable, Invocation, Method, 0, 1, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_73_0_58,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, If, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_160,1, 0, 0, 0, , , , , , , Class, 1, 0, 0, 0, 0, 0, 0, Method, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_70,1, 0, 0, 0, Assignment, Assignment, , Assignment, Assignment, , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_43_0_27,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_51_0_104,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_434,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_502,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_165,1, 0, 0, 0, Assignment, , , Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_535,1, 0, 0, 0, Assignment, Invocation, Return, , , , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_152,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Math_80_0_41,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_447,1, 0, 0, 0, , , , , , , For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_141,1, 0, 0, 0, Assignment, Assignment, , LocalVariable, LocalVariable, , If, 1, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_116,1, 0, 0, 0, If, If, , If, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_58_0_23,1, 0, 0, 0, , , , If, LocalVariable, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_105,1, 0, 0, 0, LocalVariable, LocalVariable, , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_571,1, 0, 0, 0, LocalVariable, If, , LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_61_0_6,1, 0, 0, 0, Return, , , LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_121,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_50_0_161,1, 0, 0, 0, Assignment, , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_270,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, Invocation, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_50_0_36,1, 0, 0, 0, , , , , , , Method, 1, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_83,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, Invocation, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_13_0_17,1, 0, 0, 0, Assignment, Assignment, If, Assignment, Assignment, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_20,1, 0, 0, 0, LocalVariable, If, If, Assignment, If, Assignment, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_60_0_6,1, 0, 0, 0, Return, , , LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_395,1, 0, 0, 0, Assignment, If, , If, LocalVariable, , For, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_60_0_15,1, 0, 0, 0, If, Return, , LocalVariable, , , Method, 1, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_208,1, 0, 0, 0, If, , , Assignment, If, , For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_40,1, 0, 0, 0, While, OperatorAssignment, OperatorAssignment, While, , , Method, 0, 0, 0, 0, 0, 0, 0, While, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_25_0_227,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_216,1, 0, 0, 0, Return, , , LocalVariable, , , If, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_70_0_28,1, 0, 0, 0, LocalVariable, LocalVariable, LocalVariable, Invocation, , , Method, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Lang_59_0_68,1, 0, 0, 0, Assignment, LocalVariable, LocalVariable, , , , If, 1, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_309,1, 0, 0, 0, Assignment, Assignment, , Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_198,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_294,1, 0, 0, 0, , , , Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
RSRepair_patch_Defects4J_Math_8_0_56,1, 0, 0, 0, Return, , , LocalVariable, If, , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_31,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_31_0_39,1, 0, 1, 0, , , , , , , Method, 1, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_51_0_92,1, 0, 0, 0, Switch, Return, , If, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_7_0_16,1, 0, 0, 0, Assignment, , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_249,1, 0, 0, 0, , , , OperatorAssignment, , , For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_50_0_85,1, 0, 0, 0, Assignment, , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Chart_25_0_9,1, 0, 0, 0, Return, , , LocalVariable, LocalVariable, , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_177,1, 0, 0, 0, LocalVariable, LocalVariable, If, LocalVariable, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_140,1, 0, 0, 0, , , , , , , Class, 1, 0, 0, 0, 0, 0, 0, Method, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_137,1, 0, 0, 0, , , , , , , Class, 1, 0, 0, 0, 0, 0, 0, Method, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_290,1, 0, 0, 0, LocalVariable, LocalVariable, LocalVariable, LocalVariable, Assignment, , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_38,1, 0, 0, 0, , , , LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_55_0_6,1, 0, 0, 0, Assignment, Assignment, Assignment, If, If, , Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_100,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_71_0_31,1, 0, 0, 0, Assignment, Assignment, , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Lang_7_0_61,1, 0, 0, 0, , , , , , , If, 0, 1, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Math_82_0_19,1, 0, 0, 0, , , , , , , For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_394,1, 0, 0, 0, If, For, Return, For, LocalVariable, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 1, 0, 0, 0
RSRepair_patch_Defects4J_Math_8_0_21,1, 0, 0, 0, If, For, Return, For, LocalVariable, LocalVariable, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_46,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_37,1, 0, 0, 0, , , , LocalVariable, , , If, 0, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_349,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_57,1, 0, 0, 0, If, LocalVariable, Return, Assignment, Assignment, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_50_0_116,1, 0, 0, 0, Assignment, Return, , , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_207,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, Invocation, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_50_0_41,1, 0, 0, 0, If, Return, , If, If, LocalVariable, Method, 1, 0, 1, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_156,1, 0, 0, 0, If, Assignment, Assignment, Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_69,1, 0, 0, 0, If, Assignment, Assignment, Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_407,1, 0, 0, 0, LocalVariable, For, Return, , , , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_136,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_161,1, 0, 0, 0, Assignment, Assignment, , Assignment, If, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, For, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_172,1, 0, 0, 0, , , , If, LocalVariable, LocalVariable, Method, 1, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_506,1, 0, 0, 0, , , , LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_430,1, 0, 0, 0, For, Return, , , , , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_148,1, 0, 0, 0, OperatorAssignment, Assignment, , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_125,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Math_80_0_36,1, 0, 0, 0, Assignment, , , Assignment, Assignment, Assignment, If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_85_0_129,1, 0, 0, 0, LocalVariable, Return, , LocalVariable, LocalVariable, LocalVariable, Method, 1, 0, 0, 0, 0, 0, 0, Try, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_474,1, 0, 0, 0, , , , Invocation, , , For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_575,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_112,1, 0, 0, 0, LocalVariable, For, Return, , , , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_63,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_86,1, 0, 0, 0, LocalVariable, LocalVariable, LocalVariable, LocalVariable, Assignment, , If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_443,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_27_0_8,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Lang_43_0_50,1, 0, 0, 0, , , , , , , While, 0, 0, 0, 0, 0, 0, 0, Switch, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_342,1, 0, 0, 0, Invocation, LocalVariable, LocalVariable, LocalVariable, LocalVariable, , Method, 1, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_117,1, 0, 0, 0, Return, , , LocalVariable, LocalVariable, , Method, 0, 0, 0, 0, 0, 0, 0, For, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_15_0_196,1, 0, 0, 0, If, If, LocalVariable, LocalVariable, Invocation, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Lang_63_0_2,1, 0, 0, 0, , , , LocalVariable, LocalVariable, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_7_0_36,1, 0, 0, 0, If, If, LocalVariable, , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_269,1, 0, 0, 0, If, If, LocalVariable, , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Chart_1_0_157,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_7_0_5,1, 0, 0, 0, , , , , , , Case, 1, 0, 0, 0, 0, 0, 0, Try, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_160,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_80,1, 0, 0, 0, , , , , , , Method, 0, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_228,1, 0, 0, 0, Assignment, Assignment, If, , , , For, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_283,1, 0, 0, 0, Assignment, Assignment, , Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_63_0_60,1, 0, 0, 0, Return, , , LocalVariable, , , If, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_382,1, 0, 0, 0, , , , , , , For, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_329,1, 0, 0, 0, Assignment, , , Invocation, Assignment, , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_59_0_48,1, 0, 0, 0, LocalVariable, LocalVariable, If, , , , If, 1, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_85_0_83,1, 0, 0, 0, Throw, , , If, LocalVariable, Assignment, Catch, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_71_0_89,1, 0, 0, 0, , , , LocalVariable, Invocation, OperatorAssignment, For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_22_0_2,1, 0, 0, 0, , , , , , , Method, 0, 0, 0, 0, 0, 0, 0, Return, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_8_0_286,1, 0, 0, 0, , , , OperatorAssignment, , , For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_31_0_19,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_50_0_268,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_467,1, 0, 0, 0, Return, , , LocalVariable, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_13_0_161,1, 0, 0, 0, If, LocalVariable, Return, Assignment, Assignment, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_136,1, 0, 0, 0, , , , LocalVariable, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Chart_25_0_125,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_551,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_450,1, 0, 0, 0, , , , Assignment, , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_82_0_9,1, 0, 0, 0, If, For, Return, , , , Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_101,1, 0, 0, 0, Assignment, If, , If, LocalVariable, , For, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_50_0_141,1, 0, 0, 0, LocalVariable, LocalVariable, While, LocalVariable, LocalVariable, Invocation, Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_50_0_16,1, 0, 0, 0, If, Return, , If, If, LocalVariable, Method, 1, 0, 1, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_16_0_25,1, 0, 0, 0, If, LocalVariable, LocalVariable, If, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Math_73_0_97,1, 0, 0, 0, Return, , , If, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, Invocation, 0, 0, 0, 0, 1, 0, 0, 0
GenProg_patch_Defects4J_Math_50_0_80,1, 0, 0, 0, LocalVariable, LocalVariable, LocalVariable, LocalVariable, Invocation, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_73_0_78,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_49_0_50,1, 0, 0, 0, , , , Invocation, , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Lang_51_0_124,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_81_0_414,1, 0, 0, 0, If, If, Assignment, , , , For, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_522,1, 0, 0, 0, , , , , , , If, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
GenProg_patch_Defects4J_Math_80_0_145,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_488,1, 0, 0, 0, If, Assignment, Assignment, , , , For, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Math_81_0_423,1, 0, 0, 0, If, If, , If, LocalVariable, LocalVariable, If, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Chart_1_0_4,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, LocalVariable, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_80_0_172,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 0, 0, 0, 0
RSRepair_patch_Defects4J_Math_80_0_61,1, 0, 0, 0, Assignment, Assignment, Assignment, , , , If, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
Arja_patch_Defects4J_Math_53_0_5,1, 0, 0, 0, Return, , , , , , Method, 0, 0, 0, 0, 0, 0, 0, If, 0, 0, 0, 0, 1, 0, 0, 0
Arja_patch_Defects4J_Chart_1_0_176,1, 0, 0, 0, LocalVariable, If, Return, LocalVariable, LocalVariable, If, Method, 0, 0, 0, 0, 0, 0, 0, Assignment, 0, 0, 0, 0, 0, 0, 0, 0
